evol|evol-openclaw-proxy|18|MiniMax-M2.7|minimax-m2.7|minimax|69|per_token|||||USD||
evol|evol-openclaw-proxy|38|claude-3-5-haiku-20241022|(unmapped)|(none)||per_token|||||USD|manual|
evol|evol-openclaw-proxy|39|claude-3-5-sonnet-20241022|(unmapped)|(none)||per_token|||||USD|manual|
evol|evol-openclaw-proxy|6|claude-haiku-4-5-20251001|claude-haiku-4-5|anthropic-claude|352|per_token|||||USD||
evol|evol-openclaw-proxy|4|claude-opus-4-6|claude-opus-4-6|anthropic-claude|350|per_token|||||USD||
evol|evol-openclaw-proxy|7|claude-opus-4-7|claude-opus-4-7|anthropic-claude|353|per_token|||||USD||
evol|evol-openclaw-proxy|8|claude-opus-4-8|claude-opus-4-8|anthropic-claude|354|per_token|||||USD||
evol|evol-openclaw-proxy|5|claude-sonnet-4-6|claude-sonnet-4-6|anthropic-claude|351|per_token|||||USD||
evol|evol-openclaw-proxy|15|deepseek-v3.2|deepseek-v3.2|deepseek|364|per_token|||||USD||
evol|evol-openclaw-proxy|17|deepseek-v4-flash|deepseek-v4-flash|deepseek|120|per_token|||||USD||
evol|evol-openclaw-proxy|16|deepseek-v4-pro|deepseek-v4-pro|deepseek|121|per_token|||||USD||
evol|evol-openclaw-proxy|12|gemini-3-flash-preview|gemini-3-flash|google-gemini|358|per_token|||||USD||
evol|evol-openclaw-proxy|20|gemini-3.1-flash-image|gemini-3.1-flash-image|google-gemini|370|per_token|||||USD||
evol|evol-openclaw-proxy|13|gemini-3.1-pro-preview|gemini-3.1-pro|google-gemini|359|per_token|||||USD||
evol|evol-openclaw-proxy|50|glm-4.7|glm-4.7|zhipu-glm|51|per_token|||||USD||
evol|evol-openclaw-proxy|49|glm-5|glm-5|zhipu-glm|50|per_token|||||USD||
evol|evol-openclaw-proxy|14|glm-5.1|glm-5.1|zhipu-glm|49|per_token|||||USD||
evol|evol-openclaw-proxy|40|gpt-4o|(unmapped)|(none)||per_token|||||USD|manual|
evol|evol-openclaw-proxy|56|gpt-4o-mini|(unmapped)|(none)||per_token|||||USD|manual|
evol|evol-openclaw-proxy|11|gpt-5.3-codex|gpt-5.3-codex|gpt|357|per_token|||||USD||
evol|evol-openclaw-proxy|10|gpt-5.4|gpt-5.4|gpt|356|per_token|||||USD||
evol|evol-openclaw-proxy|9|gpt-5.5|gpt-5.5|gpt|355|per_token|||||USD||
evol|evol-openclaw-proxy|19|gpt-image-2|gpt-image-2|gpt|369|per_token|||||USD||
evol|evol-openclaw-proxy|51|kimi-k2.5|kimi-k2.5|moonshot|363|per_token|||||USD||
evol|evol-openclaw-proxy|52|kimi-k2.6|kimi-k2.6|moonshot|166|per_token|||||USD||
minimax|minimax-prod-1|23|MiniMax-M2.7|(unmapped)|(none)||per_token|||||USD|manual|
minimax|minimax-prod-1|24|MiniMax-M3|(unmapped)|(none)||per_token|||||USD|manual|
minimax|minimax-prod-1|25|MiniMax-Text-01|(unmapped)|(none)||per_token|||||USD|manual|
minimax|minimax-prod-1|26|abab5.5-chat|(unmapped)|(none)||per_token|||||USD|manual|
minimax|minimax-prod-1|27|abab6.5s-chat|(unmapped)|(none)||per_token|||||USD|manual|
nvidia|nvidia-build|76|01-ai/yi-large|yi-large|yi|82|per_token|||||USD||
nvidia|nvidia-build|77|abacusai/dracarys-llama-3.1-70b-instruct|dracarys-llama-3.1-70b-instruct|meta-llama|111|per_token|||||USD||
nvidia|nvidia-build|78|adept/fuyu-8b|fuyu-8b|fuyu|112|per_token|||||USD||
nvidia|nvidia-build|79|ai21labs/jamba-1.5-large-instruct|jamba-1.5-large-instruct|jamba|113|per_token|||||USD||
nvidia|nvidia-build|80|aisingapore/sea-lion-7b-instruct|sea-lion-7b-instruct|sea|114|per_token|||||USD||
nvidia|nvidia-build|81|baai/bge-m3|bge-m3|bge|115|per_token|||||USD||
nvidia|nvidia-build|82|bigcode/starcoder2-15b|starcoder2-15b|starcoder2|116|per_token|||||USD||
nvidia|nvidia-build|83|bytedance/seed-oss-36b-instruct|seed-oss-36b-instruct|doubao|117|per_token|||||USD||
nvidia|nvidia-build|84|databricks/dbrx-instruct|dbrx-instruct|dbrx|118|per_token|||||USD||
nvidia|nvidia-build|85|deepseek-ai/deepseek-coder-6.7b-instruct|deepseek-coder-6.7b-instruct|deepseek|119|per_token|||||USD||
nvidia|nvidia-build|86|deepseek-ai/deepseek-v4-flash|deepseek-v4-flash|deepseek|120|per_token|||||USD||
nvidia|nvidia-build|87|deepseek-ai/deepseek-v4-pro|deepseek-v4-pro|deepseek|121|per_token|||||USD||
nvidia|nvidia-build|31|glm-4.7|(unmapped)|(none)||per_token|||||USD|manual|
nvidia|nvidia-build|88|google/codegemma-1.1-7b|codegemma-1.1-7b|codegemma|122|per_token|||||USD||
nvidia|nvidia-build|89|google/codegemma-7b|codegemma-7b|codegemma|123|per_token|||||USD||
nvidia|nvidia-build|90|google/deplot|deplot|deplot|124|per_token|||||USD||
nvidia|nvidia-build|91|google/diffusiongemma-26b-a4b-it|diffusiongemma-26b-a4b-it|diffusiongemma|125|per_token|||||USD||
nvidia|nvidia-build|92|google/gemma-2-2b-it|gemma-2-2b-it|gemma|126|per_token|||||USD||
nvidia|nvidia-build|93|google/gemma-2b|gemma-2b|gemma|127|per_token|||||USD||
nvidia|nvidia-build|94|google/gemma-3-12b-it|gemma-3-12b-it|gemma|128|per_token|||||USD||
nvidia|nvidia-build|95|google/gemma-3-4b-it|gemma-3-4b-it|gemma|129|per_token|||||USD||
nvidia|nvidia-build|96|google/gemma-3n-e2b-it|gemma-3n-e2b-it|gemma|130|per_token|||||USD||
nvidia|nvidia-build|97|google/gemma-3n-e4b-it|gemma-3n-e4b-it|gemma|131|per_token|||||USD||
nvidia|nvidia-build|98|google/gemma-4-31b-it|gemma-4-31b-it|gemma|132|per_token|||||USD||
nvidia|nvidia-build|74|google/recurrentgemma-2b|recurrentgemma-2b|recurrentgemma|133|per_token|||||USD||
nvidia|nvidia-build|75|ibm/granite-3.0-3b-a800m-instruct|granite-3.0-3b-a800m-instruct|granite|134|per_token|||||USD||
nvidia|nvidia-build|186|ibm/granite-3.0-8b-instruct|granite-3.0-8b-instruct|granite|135|per_token|||||USD||
nvidia|nvidia-build|146|ibm/granite-34b-code-instruct|granite-34b-code-instruct|granite|136|per_token|||||USD||
nvidia|nvidia-build|99|ibm/granite-8b-code-instruct|granite-8b-code-instruct|granite|137|per_token|||||USD||
nvidia|nvidia-build|100|meta/codellama-70b|codellama-70b|meta-llama|138|per_token|||||USD||
nvidia|nvidia-build|32|meta/llama-3.1-405b-instruct|(unmapped)|(none)||per_token|||||USD|manual|
nvidia|nvidia-build|48|meta/llama-3.1-70b-instruct|llama-3.1-70b-instruct|meta-llama|63|per_token|||||USD|manual|
nvidia|nvidia-build|1|meta/llama-3.1-8b-instruct|llama-3.1-8b-instruct|meta-llama|64|per_token|||||USD|manual|
nvidia|nvidia-build|101|meta/llama-3.2-11b-vision-instruct|llama-3.2-11b-vision-instruct|meta-llama|141|per_token|||||USD||
nvidia|nvidia-build|102|meta/llama-3.2-1b-instruct|llama-3.2-1b-instruct|meta-llama|142|per_token|||||USD||
nvidia|nvidia-build|103|meta/llama-3.2-3b-instruct|llama-3.2-3b-instruct|meta-llama|65|per_token|||||USD||
nvidia|nvidia-build|104|meta/llama-3.2-90b-vision-instruct|llama-3.2-90b-vision-instruct|meta-llama|66|per_token|||||USD||
nvidia|nvidia-build|105|meta/llama-3.3-70b-instruct|llama-3.3-70b-instruct|meta-llama|62|per_token|||||USD||
nvidia|nvidia-build|106|meta/llama-4-maverick-17b-128e-instruct|llama-4-maverick-17b-128e-instruct|meta-llama|146|per_token|||||USD||
nvidia|nvidia-build|107|meta/llama-guard-4-12b|llama-guard-4-12b|meta-llama|147|per_token|||||USD||
nvidia|nvidia-build|108|meta/llama2-70b|llama2-70b|meta-llama|148|per_token|||||USD||
nvidia|nvidia-build|109|microsoft/kosmos-2|kosmos-2|kosmos|149|per_token|||||USD||
nvidia|nvidia-build|110|microsoft/phi-3-vision-128k-instruct|phi-3-vision-128k-instruct|phi|150|per_token|||||USD||
nvidia|nvidia-build|111|microsoft/phi-3.5-moe-instruct|phi-3.5-moe-instruct|phi|151|per_token|||||USD||
nvidia|nvidia-build|112|microsoft/phi-4-mini-instruct|phi-4-mini-instruct|phi|152|per_token|||||USD||
nvidia|nvidia-build|113|microsoft/phi-4-multimodal-instruct|phi-4-multimodal-instruct|phi|153|per_token|||||USD||
nvidia|nvidia-build|35|minimax-m2.7|(unmapped)|(none)||per_token|||||USD|manual|
nvidia|nvidia-build|114|minimaxai/minimax-m2.7|minimax-m2.7|minimax|69|per_token|||||USD||
nvidia|nvidia-build|115|mistralai/codestral-22b-instruct-v0.1|codestral-22b-instruct-v0.1|codestral|155|per_token|||||USD||
nvidia|nvidia-build|116|mistralai/ministral-14b-instruct-2512|ministral-14b-instruct-2512|ministral|156|per_token|||||USD||
